2.672 2118.8509062558633 46
2.676 1995.3651230787993 44
2.68 1969.3478476650935 44
2.684 2186.5135269431235 46
2.688 1823.9752036590912 42
2.692 2115.879994600496 45
2.696 2320.0297750840505 48
2.7 2131.462832119036 46
2.704 2182.16982534453 46
2.708 2116.7505906898787 46
2.712 2123.3643798249486 46
2.716 2091.1492441658593 45
2.72 2127.9741743716795 46
2.724 2246.5394573190083 47
2.728 2235.3607421425004 47
2.732 2082.0731146021067 45
2.736 2058.391348316612 45
2.74 2305.7121250258297 48
2.744 2068.4761474428647 45
2.748 2027.0821638116913 45
2.7520000000000002 2192.103952671648 46
2.7560000000000002 2077.4378892993113 45
2.7600000000000002 2314.822161607786 48
2.7640000000000002 1963.8087125318652 44
2.7680000000000002 2377.19972659235 48
2.7720000000000002 2280.88911927553 47
2.7760000000000002 2187.155992496869 46
2.7800000000000002 1997.681114790863 44
2.7840000000000003 2371.384885149364 48
2.7880000000000003 2137.2126339997944 46
2.7920000000000003 2236.126582176422 47
2.7960000000000003 2180.4376977113334 46
2.8000000000000003 2248.415504343629 47
2.8040000000000003 2127.8432210081573 46
2.8080000000000003 2274.525639601014 47
2.8120000000000003 2518.140699972597 50
2.816 2166.1509321679787 46
2.82 2325.0099303398606 48
2.824 2269.0948149747046 47
2.828 2138.9543224585655 46
2.832 2210.15029699373 47
2.836 2166.8561053294566 46
2.84 2221.591411068449 47
2.844 2548.262422879304 50
2.848 2387.946374615951 48
2.852 2237.6825491550053 47
2.856 2376.172902279695 48
2.86 2267.2245602006587 47
2.864 2262.9072990221453 47
2.868 2348.065723788494 48
2.872 2249.842551525142 47
2.876 2479.5524656826206 49
2.88 2351.419474730846 48
2.884 2108.1316761024877 45
2.888 2282.0932169090534 47
2.892 2296.7138531945807 47
2.896 2415.9280987092834 49
2.9 2221.251630012212 47
2.904 2456.5986543221625 49
2.908 2174.6434571911736 46
2.912 2461.5988720182995 49
2.916 2231.7903139106884 47
2.92 2204.30827729815 46
2.924 2291.294414188347 47
2.928 2409.8341916980958 49
2.932 2371.5316473954827 48
2.936 2482.6295189265097 49
2.94 2394.4143436338004 48
2.944 2251.050531171322 47
2.948 2461.950743577831 49
2.952 2117.64854849913 46
2.956 2605.196981333726 51
2.96 2518.087408110856 50
2.964 2290.5676951429923 47
2.968 2311.0661563647145 48
2.972 2280.150940973364 47
2.976 2400.0340505833833 48
2.98 2412.9039629435183 49
2.984 2298.267925197956 47
2.988 2407.3570192131615 49
2.992 2352.8282869701625 48
2.996 2314.153947997709 48
3.0 2478.4219637955493 49
3.004 2307.738881572864 48
3.008 2395.915586850943 48
3.012 2202.346617745263 46
3.016 2237.8900405661852 47
3.02 2616.596611416118 51
3.024 2366.8568985439665 48
3.028 2407.5622300556142 49
3.032 2252.5227950310727 47
3.036 2419.059702592031 49
3.04 2326.7370390084584 48
3.044 2314.3748188850177 48
3.048 2405.0053859945015 49
3.052 2368.4082992152294 48
3.056 2538.5483977142217 50
3.06 2539.493854311271 50
3.064 2164.971725211465 46
3.068 2446.042462020858 49
3.072 2459.155353581173 49
3.076 2150.0420945604556 46
3.08 2575.5658761622617 50
3.084 2452.2878749114425 49
3.088 2242.4630781637593 47
3.092 2605.1880613298463 51
3.096 2558.2714894388605 50
3.1 2462.4168052259915 49
3.104 2412.256368032024 49
3.108 2537.886868894561 50
3.112 2463.791931896335 49
3.116 2543.250339062915 50
3.12 2463.9264953716556 49
3.124 2591.0209984174035 50
3.128 2670.8706305290225 51
3.132 2223.8833680298612 47
3.136 2539.2386974039478 50
3.14 2470.8680877653874 49
3.144 2490.123068527396 49
3.148 2335.630237433788 48
3.152 2639.123194564698 51
3.156 2477.674557230549 49
3.16 2316.8970846540515 48
3.164 2611.3357096153127 51
3.168 2461.4611781763265 49
3.172 2446.805366193446 49
3.176 2546.420716229157 50
3.18 2449.625254567124 49
3.184 2535.8874325422785 50
3.188 2474.496964601883 49
